,seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
796,797,S100G1PE,E05955,,,エネル・エスピーエー,,10.0,080000,120.0,2018-01-01,2018-12-31,2019-06-27 11:26,有価証券報告書,,,,,,,0,0,0,0,1,1,0
797,798,S100G9GT,E00076,19460.0,8180001038758.0,株式会社トーエネック,,10.0,042000,135.0,,,2019-06-27 11:26,確認書,,,,,,,0,0,0,0,1,0,0
798,799,S100GANQ,E03648,,8080101000735.0,株式会社静岡中央銀行,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:26,有価証券報告書－第145期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
799,800,S100G9QB,E01398,99300.0,3011001006107.0,北沢産業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:26,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
800,801,S100G6WJ,E03296,75640.0,1070001013828.0,株式会社ワークマン,,10.0,042000,135.0,,,2019-06-27 11:26,確認書,,,,,,,0,0,0,0,1,0,0
801,802,S100G9U1,E04596,96430.0,9180001031919.0,中日本興業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:26,有価証券報告書－第86期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
802,803,S100GBHX,E03181,99040.0,3020001050312.0,株式会社ベリテ,,15.0,010000,235.0,,,2019-06-27 11:26,内部統制報告書－第75期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
803,804,S100G9IU,E00076,19460.0,8180001038758.0,株式会社トーエネック,,15.0,010000,235.0,,,2019-06-27 11:26,内部統制報告書－第101期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
804,805,S100G9SX,E01398,99300.0,3011001006107.0,北沢産業株式会社,,10.0,042000,135.0,,,2019-06-27 11:27,確認書,,,,,,,0,0,0,0,1,0,0
805,806,S100GBI3,E03181,99040.0,3020001050312.0,株式会社ベリテ,,10.0,042000,135.0,,,2019-06-27 11:27,確認書,,,,,,,0,0,0,0,1,0,0
806,807,S100G6X2,E03296,75640.0,1070001013828.0,株式会社ワークマン,,15.0,010000,235.0,,,2019-06-27 11:27,内部統制報告書－第38期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
807,808,S100GBGK,E31381,60390.0,4020001077222.0,株式会社日本動物高度医療センター,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:27,有価証券報告書－第14期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
808,809,S100G9TO,E01398,99300.0,3011001006107.0,北沢産業株式会社,,15.0,010000,235.0,,,2019-06-27 11:27,内部統制報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
809,810,S100GBHW,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
810,811,S100G9BC,E01673,62730.0,3010001097635.0,ＳＭＣ株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:27,有価証券報告書－第60期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
811,812,S100G9Y3,E04519,95370.0,5110001004983.0,北陸瓦斯株式会社,,10.0,042000,135.0,,,2019-06-27 11:27,確認書,,,,,,,0,0,0,0,1,0,0
812,813,S100G9FC,E01747,66430.0,5300001000526.0,株式会社戸上電機製作所,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:28,有価証券報告書－第144期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
813,814,S100GBH2,E31381,60390.0,4020001077222.0,株式会社日本動物高度医療センター,,10.0,042000,135.0,,,2019-06-27 11:28,確認書,,,,,,,0,0,0,0,1,0,0
814,815,S100GAXV,E03401,27540.0,9040001036824.0,株式会社東葛ホールディングス,,10.0,053000,180.0,,,2019-06-27 11:28,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
815,816,S100GBI0,E03792,87000.0,7180001040756.0,丸八証券株式会社,,10.0,042000,135.0,,,2019-06-27 11:28,確認書,,,,,,,0,0,0,0,1,0,0
816,817,S100GBHL,E31381,60390.0,4020001077222.0,株式会社日本動物高度医療センター,,15.0,010000,235.0,,,2019-06-27 11:28,内部統制報告書－第14期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
817,818,S100G9JD,E01747,66430.0,5300001000526.0,株式会社戸上電機製作所,,15.0,010000,235.0,,,2019-06-27 11:28,内部統制報告書－第144期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
818,819,S100GAS3,E01536,63310.0,7020001074662.0,三菱化工機株式会社,,10.0,042000,135.0,,,2019-06-27 11:28,確認書,,,,,,,0,0,0,0,1,0,0
819,820,S100GA08,E04519,95370.0,5110001004983.0,北陸瓦斯株式会社,,15.0,010000,235.0,,,2019-06-27 11:29,内部統制報告書－第168期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
820,821,S100G9JW,E01673,62730.0,3010001097635.0,ＳＭＣ株式会社,,15.0,010000,235.0,,,2019-06-27 11:29,内部統制報告書－第60期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
821,822,S100GASF,E01536,63310.0,7020001074662.0,三菱化工機株式会社,,15.0,010000,235.0,,,2019-06-27 11:29,内部統制報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
822,823,S100GAFQ,E01807,67790.0,1011001017865.0,日本電波工業株式会社,,10.0,053000,180.0,,,2019-06-27 11:29,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
823,824,S100GB0J,E04498,95010.0,1010001008825.0,東京電力ホールディングス株式会社,,15.0,010000,235.0,,,2019-06-27 11:29,内部統制報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
824,825,S100G9JY,E01747,66430.0,5300001000526.0,株式会社戸上電機製作所,,10.0,042000,135.0,,,2019-06-27 11:29,確認書,,,,,,,0,0,0,0,1,0,0
825,826,S100GBI2,E03226,99890.0,1012401000634.0,株式会社サンドラッグ,,10.0,053000,180.0,,,2019-06-27 11:29,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
826,827,S100GA6C,E00529,31070.0,7120001077473.0,ダイワボウホールディングス株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:29,有価証券報告書－第108期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
827,828,S100GB7W,E30692,42470.0,9180001032652.0,ポバール興業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:29,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
828,829,S100GASJ,E01536,63310.0,7020001074662.0,三菱化工機株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:29,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
829,830,S100G94A,E01253,54630.0,5120001047593.0,丸一鋼管株式会社,,10.0,053000,180.0,,,2019-06-27 11:30,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
830,831,S100GAOL,E00322,17210.0,3010701014889.0,コムシスホールディングス株式会社,,10.0,053000,180.0,,,2019-06-27 11:30,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
831,832,S100G9AK,E00766,40410.0,1010001008833.0,日本曹達株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:30,有価証券報告書－第150期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
832,833,S100G9K6,E01673,62730.0,3010001097635.0,ＳＭＣ株式会社,,10.0,042000,135.0,,,2019-06-27 11:30,確認書,,,,,,,0,0,0,0,1,0,0
833,834,S100G5SL,E03108,82070.0,3010001051286.0,テンアライド株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:30,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
834,835,S100GA6H,E00529,31070.0,7120001077473.0,ダイワボウホールディングス株式会社,,10.0,042000,135.0,,,2019-06-27 11:31,確認書,,,,,,,0,0,0,0,1,0,0
835,836,S100G991,E00694,79130.0,4011501015399.0,図書印刷株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:32,有価証券報告書－第107期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
836,837,S100G5VH,E03108,82070.0,3010001051286.0,テンアライド株式会社,,10.0,042000,135.0,,,2019-06-27 11:32,確認書,,,,,,,0,0,0,0,1,0,0
837,838,S100GAGO,E04539,97080.0,8010001008711.0,株式会社帝国ホテル,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:32,有価証券報告書－第178期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
838,839,S100GA6L,E00529,31070.0,7120001077473.0,ダイワボウホールディングス株式会社,,15.0,010000,235.0,,,2019-06-27 11:32,内部統制報告書－第108期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
839,840,S100G4XC,E02646,81450.0,3180001022262.0,中部水産株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:32,有価証券報告書－第76期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
840,841,S100G65T,E04890,96390.0,8040001065642.0,三協フロンテア株式会社,,10.0,053000,180.0,,,2019-06-27 11:32,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
841,842,S100GB4G,E03129,82810.0,1380001005620.0,ゼビオホールディングス株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:33,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
842,843,S100G587,E04576,96950.0,1040001074815.0,株式会社鴨川グランドホテル,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:33,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
843,844,S100G3NS,E00052,18010.0,4011101011880.0,大成建設株式会社,,10.0,053000,180.0,,,2019-06-27 11:33,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
844,845,S100G78I,E03648,,8080101000735.0,株式会社静岡中央銀行,,10.0,042000,135.0,,,2019-06-27 11:33,確認書,,,,,,,0,0,0,0,1,0,0
845,846,S100GAKV,E04539,97080.0,8010001008711.0,株式会社帝国ホテル,,10.0,042000,135.0,,,2019-06-27 11:33,確認書,,,,,,,0,0,0,0,1,0,0
846,847,S100G5WY,E03108,82070.0,3010001051286.0,テンアライド株式会社,,15.0,010000,235.0,,,2019-06-27 11:33,内部統制報告書－第50期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
847,848,S100G0PQ,E03180,79370.0,2030001021115.0,株式会社ツツミ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:33,有価証券報告書－第46期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
848,849,S100GB8J,E03129,82810.0,1380001005620.0,ゼビオホールディングス株式会社,,15.0,010000,235.0,,,2019-06-27 11:34,内部統制報告書－第47期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
849,850,S100G6VN,E04576,96950.0,1040001074815.0,株式会社鴨川グランドホテル,,10.0,042000,135.0,,,2019-06-27 11:34,確認書,,,,,,,0,0,0,0,1,0,0
850,851,S100GA0H,E01912,66470.0,5011801004902.0,森尾電機株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:34,有価証券報告書－第87期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
851,852,S100G559,E03180,79370.0,2030001021115.0,株式会社ツツミ,,15.0,010000,235.0,,,2019-06-27 11:34,内部統制報告書－第46期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
852,853,S100GB0R,E32215,,3010001166927.0,東京電力パワーグリッド株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:34,有価証券報告書－第4期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
853,854,S100G9L6,E05248,43310.0,9010701022696.0,株式会社テイクアンドギヴ・ニーズ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:35,有価証券報告書－第21期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
854,855,S100G8T8,E01874,66750.0,2010401060020.0,サクサホールディングス株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:35,有価証券報告書－第16期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
855,856,S100GANB,E04539,97080.0,8010001008711.0,株式会社帝国ホテル,,15.0,010000,235.0,,,2019-06-27 11:35,内部統制報告書－第178期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
856,857,S100GB7L,E03129,82810.0,1380001005620.0,ゼビオホールディングス株式会社,,10.0,042000,135.0,,,2019-06-27 11:35,確認書,,,,,,,0,0,0,0,1,0,0
857,858,S100GBIT,E01217,52170.0,7011101033823.0,テクノクオーツ株式会社,,10.0,053000,180.0,,,2019-06-27 11:35,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
858,859,S100G55E,E03180,79370.0,2030001021115.0,株式会社ツツミ,,10.0,042000,135.0,,,2019-06-27 11:35,確認書,,,,,,,0,0,0,0,1,0,0
859,860,S100G3O1,E00052,18010.0,4011101011880.0,大成建設株式会社,,10.0,113001,90.0,,,2019-06-27 11:35,訂正発行登録書,,,,,S100FDWH,,0,0,0,0,1,0,0
860,861,S100G9NT,E00766,40410.0,1010001008833.0,日本曹達株式会社,,15.0,010000,235.0,,,2019-06-27 11:35,内部統制報告書－第150期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
861,862,S100GB6Q,E23483,,,森田　純子,,60.0,010002,350.0,,,2019-06-27 11:35,変更報告書,E01223,,,,,,0,0,0,1,1,0,0
862,863,S100G9NM,E05248,43310.0,9010701022696.0,株式会社テイクアンドギヴ・ニーズ,,10.0,042000,135.0,,,2019-06-27 11:36,確認書,,,,,,,0,0,0,0,1,0,0
863,864,S100G6VR,E04576,96950.0,1040001074815.0,株式会社鴨川グランドホテル,,15.0,010000,235.0,,,2019-06-27 11:36,内部統制報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
864,865,S100G52H,E01391,59620.0,8120101000268.0,浅香工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:36,有価証券報告書－第115期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
865,866,S100GBH4,E33306,,2011101014084.0,東芝インフラシステムズ株式会社,,10.0,054000,200.0,,,2019-06-27 11:36,親会社等状況報告書（内国会社）－第32期(平成30年4月1日－平成31年3月31日),,,E01804,,,,0,0,0,0,1,1,0
866,867,S100GBHH,E01599,64630.0,3010001034852.0,ＴＰＲ株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:36,有価証券報告書－第86期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
867,868,S100GB61,E04539,97080.0,8010001008711.0,株式会社帝国ホテル,,10.0,053000,180.0,,,2019-06-27 11:36,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
868,869,S100G539,E01391,59620.0,8120101000268.0,浅香工業株式会社,,10.0,042000,135.0,,,2019-06-27 11:37,確認書,,,,,,,0,0,0,0,1,0,0
869,870,S100G9P0,E05248,43310.0,9010701022696.0,株式会社テイクアンドギヴ・ニーズ,,15.0,010000,235.0,,,2019-06-27 11:37,内部統制報告書－第21期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
870,871,S100G8U4,E01874,66750.0,2010401060020.0,サクサホールディングス株式会社,,10.0,042000,135.0,,,2019-06-27 11:37,確認書,,,,,,,0,0,0,0,1,0,0
871,872,S100GARG,E00694,79130.0,4011501015399.0,図書印刷株式会社,,15.0,010000,235.0,,,2019-06-27 11:37,内部統制報告書－第107期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
872,873,S100G53B,E01391,59620.0,8120101000268.0,浅香工業株式会社,,15.0,010000,235.0,,,2019-06-27 11:38,内部統制報告書－第115期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
873,874,S100GABG,E01599,64630.0,3010001034852.0,ＴＰＲ株式会社,,10.0,042000,135.0,,,2019-06-27 11:38,確認書,,,,,,,0,0,0,0,1,0,0
874,875,S100G9LI,E00766,40410.0,1010001008833.0,日本曹達株式会社,,10.0,042000,135.0,,,2019-06-27 11:38,確認書,,,,,,,0,0,0,0,1,0,0
875,876,S100G4XS,E02646,81450.0,3180001022262.0,中部水産株式会社,,15.0,010000,235.0,,,2019-06-27 11:38,内部統制報告書－第76期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
876,877,S100GAOR,E00694,79130.0,4011501015399.0,図書印刷株式会社,,10.0,042000,135.0,,,2019-06-27 11:38,確認書,,,,,,,0,0,0,0,1,0,0
877,878,S100GAAT,E01912,66470.0,5011801004902.0,森尾電機株式会社,,15.0,010000,235.0,,,2019-06-27 11:39,内部統制報告書－第87期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
878,879,S100G9AX,,,,,,,,,,,2019-06-27 11:39,,,,,,S100DG0T,,1,0,0,0,0,0,0
879,880,S100GAQ0,E02147,72420.0,8010401007296.0,ＫＹＢ株式会社,,10.0,042000,135.0,,,2019-06-27 11:39,確認書,,,,,,,0,0,0,0,1,0,0
880,881,S100G8UF,E01874,66750.0,2010401060020.0,サクサホールディングス株式会社,,15.0,010000,235.0,,,2019-06-27 11:39,内部統制報告書－第16期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
881,882,S100GA8B,E01912,66470.0,5011801004902.0,森尾電機株式会社,,10.0,042000,135.0,,,2019-06-27 11:39,確認書,,,,,,,0,0,0,0,1,0,0
882,883,S100G790,E03648,,8080101000735.0,株式会社静岡中央銀行,,15.0,010000,235.0,,,2019-06-27 11:39,内部統制報告書－第145期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
883,884,S100GB04,E01411,59860.0,7120001077572.0,モリテックスチール株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:39,有価証券報告書－第78期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
884,885,S100G8X6,E04354,90870.0,3010401058435.0,タカセ株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:39,有価証券報告書－第103期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
885,886,S100G9WU,E01308,57070.0,9010001034863.0,東邦亜鉛株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:40,有価証券報告書－第120期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
886,887,S100GBE7,E05677,38420.0,6010001097517.0,株式会社ネクストジェン,,10.0,053000,180.0,,,2019-06-27 11:40,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
887,888,S100G4XR,E02646,81450.0,3180001022262.0,中部水産株式会社,,10.0,042000,135.0,,,2019-06-27 11:40,確認書,,,,,,,0,0,0,0,1,0,0
888,889,S100G9Y4,E04596,96430.0,9180001031919.0,中日本興業株式会社,,10.0,042000,135.0,,,2019-06-27 11:40,確認書,,,,,,,0,0,0,0,1,0,0
889,890,S100GBHD,E31381,60390.0,4020001077222.0,株式会社日本動物高度医療センター,,10.0,053000,180.0,,,2019-06-27 11:40,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
890,891,S100GBF1,E00769,40440.0,4250001003329.0,セントラル硝子株式会社,,10.0,053000,180.0,,,2019-06-27 11:41,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
891,892,S100GAC5,E01599,64630.0,3010001034852.0,ＴＰＲ株式会社,,15.0,010000,235.0,,,2019-06-27 11:41,内部統制報告書－第86期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
892,893,S100G5KB,E04398,,9480001000851.0,四国放送株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:41,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
893,894,S100G91R,E04354,90870.0,3010401058435.0,タカセ株式会社,,15.0,010000,235.0,,,2019-06-27 11:41,内部統制報告書－第103期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
894,895,S100G3XH,E01308,57070.0,9010001034863.0,東邦亜鉛株式会社,,15.0,010000,235.0,,,2019-06-27 11:41,内部統制報告書－第120期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
895,896,S100GAJ6,E02699,82260.0,8011101022577.0,株式会社　理経,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:42,有価証券報告書－第62期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
896,897,S100G3X5,E01308,57070.0,9010001034863.0,東邦亜鉛株式会社,,10.0,042000,135.0,,,2019-06-27 11:42,確認書,,,,,,,0,0,0,0,1,0,0
897,898,S100G931,E04354,90870.0,3010401058435.0,タカセ株式会社,,10.0,042000,135.0,,,2019-06-27 11:42,確認書,,,,,,,0,0,0,0,1,0,0
898,899,S100G5FR,E03346,68360.0,9010001028709.0,ぷらっとホーム株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:42,有価証券報告書－第27期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
899,900,S100G2ES,E01145,53580.0,9120001059610.0,イソライト工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:43,有価証券報告書－第129期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
900,901,S100G5FV,E03346,68360.0,9010001028709.0,ぷらっとホーム株式会社,,10.0,042000,135.0,,,2019-06-27 11:43,確認書,,,,,,,0,0,0,0,1,0,0
901,902,S100G95W,E00769,40440.0,4250001003329.0,セントラル硝子株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:43,有価証券報告書－第105期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
902,903,S100G2EV,E01145,53580.0,9120001059610.0,イソライト工業株式会社,,10.0,042000,135.0,,,2019-06-27 11:43,確認書,,,,,,,0,0,0,0,1,0,0
903,904,S100GAN9,E03456,33700.0,9430001054035.0,株式会社フジタコーポレーション,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:43,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
904,905,S100G91Q,E03967,88690.0,2011001023094.0,明和地所株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:44,有価証券報告書－第33期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
905,906,S100GAS6,E03456,33700.0,9430001054035.0,株式会社フジタコーポレーション,,10.0,042000,135.0,,,2019-06-27 11:44,確認書,,,,,,,0,0,0,0,1,0,0
906,907,S100GA1P,E04596,96430.0,9180001031919.0,中日本興業株式会社,,15.0,010000,235.0,,,2019-06-27 11:44,内部統制報告書－第86期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
907,908,S100G4DT,E00935,45210.0,4010001000003.0,科研製薬株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:44,有価証券報告書－第99期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
908,909,S100G5FX,E03346,68360.0,9010001028709.0,ぷらっとホーム株式会社,,15.0,010000,235.0,,,2019-06-27 11:44,内部統制報告書－第27期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
909,910,S100G2EW,E01145,53580.0,9120001059610.0,イソライト工業株式会社,,15.0,010000,235.0,,,2019-06-27 11:44,内部統制報告書－第129期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
910,911,S100GASG,E03456,33700.0,9430001054035.0,株式会社フジタコーポレーション,,15.0,010000,235.0,,,2019-06-27 11:44,内部統制報告書－第41期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
911,912,S100G7PP,E04667,,6500001002831.0,道後観光ゴルフ株式会社,,10.0,050000,160.0,2018-10-01,2019-09-30,2019-06-27 11:44,半期報告書－第52期(平成30年10月1日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
912,913,S100G6TA,E03670,85540.0,7340001004232.0,株式会社南日本銀行,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:45,有価証券報告書－第111期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
913,914,S100G3RJ,E00935,45210.0,4010001000003.0,科研製薬株式会社,,15.0,010000,235.0,,,2019-06-27 11:45,内部統制報告書－第99期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
914,915,S100G980,E03967,88690.0,2011001023094.0,明和地所株式会社,,15.0,010000,235.0,,,2019-06-27 11:45,内部統制報告書－第33期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
915,916,S100G996,E00769,40440.0,4250001003329.0,セントラル硝子株式会社,,15.0,010000,235.0,,,2019-06-27 11:45,内部統制報告書－第105期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
916,917,S100GAN0,E02699,82260.0,8011101022577.0,株式会社　理経,,15.0,010000,235.0,,,2019-06-27 11:45,内部統制報告書－第62期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
917,918,S100G6PL,E01287,56580.0,7140001050536.0,日亜鋼業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-27 11:46,有価証券報告書－第67期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
918,919,S100G976,E03967,88690.0,2011001023094.0,明和地所株式会社,,10.0,042000,135.0,,,2019-06-27 11:46,確認書,,,,,,,0,0,0,0,1,0,0
919,920,S100G6PM,E01287,56580.0,7140001050536.0,日亜鋼業株式会社,,10.0,042000,135.0,,,2019-06-27 11:46,確認書,,,,,,,0,0,0,0,1,0,0
920,921,S100G3Q8,E00935,45210.0,4010001000003.0,科研製薬株式会社,,10.0,042000,135.0,,,2019-06-27 11:46,確認書,,,,,,,0,0,0,0,1,0,0
921,922,S100GBHC,E02147,72420.0,8010401007296.0,ＫＹＢ株式会社,,15.0,010000,235.0,,,2019-06-27 11:46,内部統制報告書－第97期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
922,923,S100GBEL,E27668,,,北京如意時尚投資控股有限公司,,10.0,103000,200.0,,,2019-06-27 11:46,親会社等状況報告書（外国会社）－第20期(平成30年1月1日－平成30年12月31日),,,E00616,,,,0,0,0,0,1,1,0
